id,name,permissions,company_id,created_at,updated_at
107,manager,"{'can_manage_users': False, 'can_view_reports': True}",36,2025-03-13 19:37:19.681818,2025-03-13 19:37:19.681818
108,employee,"{'can_manage_users': False, 'can_view_reports': False}",36,2025-03-13 19:37:19.689561,2025-03-13 19:37:19.689561
109,admin,"{'can_manage_users': True, 'can_view_reports': True}",37,2025-03-13 19:37:19.706262,2025-03-13 19:37:19.706262
110,manager,"{'can_manage_users': False, 'can_view_reports': True}",37,2025-03-13 19:37:19.716290,2025-03-13 19:37:19.716290
111,employee,"{'can_manage_users': False, 'can_view_reports': False}",37,2025-03-13 19:37:19.724767,2025-03-13 19:37:19.724767
112,admin,"{'can_manage_users': True, 'can_view_reports': True}",38,2025-03-13 19:37:19.735777,2025-03-13 19:37:19.735777
113,manager,"{'can_manage_users': False, 'can_view_reports': True}",38,2025-03-13 19:37:19.743067,2025-03-13 19:37:19.743067
114,employee,"{'can_manage_users': False, 'can_view_reports': False}",38,2025-03-13 19:37:19.751336,2025-03-13 19:37:19.751336
115,admin,"{'can_manage_users': True, 'can_view_reports': True}",39,2025-03-13 19:37:19.761043,2025-03-13 19:37:19.761043
116,manager,"{'can_manage_users': False, 'can_view_reports': True}",39,2025-03-13 19:37:19.769288,2025-03-13 19:37:19.769288
117,employee,"{'can_manage_users': False, 'can_view_reports': False}",39,2025-03-13 19:37:19.790718,2025-03-13 19:37:19.790718
118,admin,"{'can_manage_users': True, 'can_view_reports': True}",40,2025-03-13 19:37:19.798867,2025-03-13 19:37:19.798867
119,manager,"{'can_manage_users': False, 'can_view_reports': True}",40,2025-03-13 19:37:19.811219,2025-03-13 19:37:19.811219
120,employee,"{'can_manage_users': False, 'can_view_reports': False}",40,2025-03-13 19:37:19.827380,2025-03-13 19:37:19.827380
121,admin,"{'can_manage_users': True, 'can_view_reports': True}",41,2025-03-13 19:37:19.835686,2025-03-13 19:37:19.835686
122,manager,"{'can_manage_users': False, 'can_view_reports': True}",41,2025-03-13 19:37:19.844091,2025-03-13 19:37:19.844091
123,employee,"{'can_manage_users': False, 'can_view_reports': False}",41,2025-03-13 19:37:19.852001,2025-03-13 19:37:19.852001
124,admin,"{'can_manage_users': True, 'can_view_reports': True}",42,2025-03-13 19:37:19.859084,2025-03-13 19:37:19.859084
125,manager,"{'can_manage_users': False, 'can_view_reports': True}",42,2025-03-13 19:37:19.867297,2025-03-13 19:37:19.867297
126,employee,"{'can_manage_users': False, 'can_view_reports': False}",42,2025-03-13 19:37:19.877832,2025-03-13 19:37:19.877832
127,admin,"{'can_manage_users': True, 'can_view_reports': True}",43,2025-03-13 19:37:19.886150,2025-03-13 19:37:19.886150
128,manager,"{'can_manage_users': False, 'can_view_reports': True}",43,2025-03-13 19:37:19.896068,2025-03-13 19:37:19.896068
129,employee,"{'can_manage_users': False, 'can_view_reports': False}",43,2025-03-13 19:37:19.905089,2025-03-13 19:37:19.905089
130,admin,"{'can_manage_users': True, 'can_view_reports': True}",44,2025-03-13 19:37:19.918286,2025-03-13 19:37:19.918286
131,manager,"{'can_manage_users': False, 'can_view_reports': True}",44,2025-03-13 19:37:19.928177,2025-03-13 19:37:19.928177
132,employee,"{'can_manage_users': False, 'can_view_reports': False}",44,2025-03-13 19:37:19.937407,2025-03-13 19:37:19.937407
133,admin,"{'can_manage_users': True, 'can_view_reports': True}",45,2025-03-13 19:37:19.947906,2025-03-13 19:37:19.947906
134,manager,"{'can_manage_users': False, 'can_view_reports': True}",45,2025-03-13 19:37:19.956805,2025-03-13 19:37:19.956805
135,employee,"{'can_manage_users': False, 'can_view_reports': False}",45,2025-03-13 19:37:19.963955,2025-03-13 19:37:19.963955
136,admin,"{'can_manage_users': True, 'can_view_reports': True}",46,2025-03-13 19:37:19.974680,2025-03-13 19:37:19.974680
137,manager,"{'can_manage_users': False, 'can_view_reports': True}",46,2025-03-13 19:37:19.982392,2025-03-13 19:37:19.982392
138,employee,"{'can_manage_users': False, 'can_view_reports': False}",46,2025-03-13 19:37:19.990387,2025-03-13 19:37:19.990387
139,admin,"{'can_manage_users': True, 'can_view_reports': True}",47,2025-03-13 19:37:20.012558,2025-03-13 19:37:20.012558
140,manager,"{'can_manage_users': False, 'can_view_reports': True}",47,2025-03-13 19:37:20.021292,2025-03-13 19:37:20.021292
141,employee,"{'can_manage_users': False, 'can_view_reports': False}",47,2025-03-13 19:37:20.031596,2025-03-13 19:37:20.031596
142,admin,"{'can_manage_users': True, 'can_view_reports': True}",48,2025-03-13 19:37:20.041821,2025-03-13 19:37:20.041821
143,manager,"{'can_manage_users': False, 'can_view_reports': True}",48,2025-03-13 19:37:20.049118,2025-03-13 19:37:20.049118
144,employee,"{'can_manage_users': False, 'can_view_reports': False}",48,2025-03-13 19:37:20.056843,2025-03-13 19:37:20.056843
145,admin,"{'can_manage_users': True, 'can_view_reports': True}",49,2025-03-13 19:37:20.065662,2025-03-13 19:37:20.065662
146,manager,"{'can_manage_users': False, 'can_view_reports': True}",49,2025-03-13 19:37:20.079134,2025-03-13 19:37:20.079134
147,employee,"{'can_manage_users': False, 'can_view_reports': False}",49,2025-03-13 19:37:20.087755,2025-03-13 19:37:20.087755
148,admin,"{'can_manage_users': True, 'can_view_reports': True}",50,2025-03-13 19:37:20.099187,2025-03-13 19:37:20.099187
149,manager,"{'can_manage_users': False, 'can_view_reports': True}",50,2025-03-13 19:37:20.106636,2025-03-13 19:37:20.106636
150,employee,"{'can_manage_users': False, 'can_view_reports': False}",50,2025-03-13 19:37:20.116388,2025-03-13 19:37:20.116388
152,Administrador,{'all_access': True},58,2025-04-16 06:46:39.880036,2025-04-16 06:46:39.880036
153,Administrador,{'all_access': True},59,2025-04-16 19:15:52.151931,2025-04-16 19:15:52.151931
154,Administrador,{'all_access': True},60,2025-04-16 20:33:38.369048,2025-04-16 20:33:38.369048
155,Administrador,{'all_access': True},61,2025-04-18 00:58:56.458915,2025-04-18 00:58:56.458915
156,Administrador,{'all_access': True},62,2025-04-18 01:09:42.742317,2025-04-18 01:09:42.742317
157,Administrador,{'all_access': True},63,2025-04-18 12:51:00.662298,2025-04-18 12:51:00.662298
158,Administrador,{'all_access': True},64,2025-04-25 00:17:30.524383,2025-04-25 00:17:30.524383
159,Administrador,{'all_access': True},65,2025-04-25 17:39:44.753325,2025-04-25 17:39:44.753325
